,name,binder_rmsd_af2_des,complex_rmsd_af2_des,binder_rmsd,complex_rmsd
0,sh3_r1_85_r2_0,3.7169586303329623,1.9188572035962388,,
1,sh3_r1_85_r2_1,1.860088495294919,0.8810860299483363,,
2,sh3_r1_85_r2_10,4.563589396424643,2.106082268287809,,
3,sh3_r1_85_r2_11,2.448196564398927,1.331850252258086,,
4,sh3_r1_85_r2_12,3.719323586410254,1.8181599348144664,,
5,sh3_r1_85_r2_13,3.4946218896344057,1.9096822555454016,,
6,sh3_r1_85_r2_14,3.949660944168748,1.9385559613768646,,
7,sh3_r1_85_r2_15,5.682844858420171,2.111476169291452,,
8,sh3_r1_85_r2_16,2.8096712579703826,1.1977430115736092,,
9,sh3_r1_85_r2_17,2.195938907412743,1.4204201748300311,,
10,sh3_r1_85_r2_18,3.9128057202704833,1.913867405473015,,
11,sh3_r1_85_r2_19,4.426198026664611,1.7540228457518074,,
12,sh3_r1_85_r2_2,2.5133837060499236,1.2475069813989783,,
13,sh3_r1_85_r2_20,3.4300304666272536,1.6311884177173135,,
14,sh3_r1_85_r2_21,4.022998980963788,1.6247728426805341,,
15,sh3_r1_85_r2_22,2.714048274311184,1.5510756883660135,,
16,sh3_r1_85_r2_23,2.7954281843435567,1.4151693160877636,,
17,sh3_r1_85_r2_24,10.596985359215426,4.358287256366307,,
18,sh3_r1_85_r2_25,3.1460183913406046,1.362000384266025,,
19,sh3_r1_85_r2_26,12.959284706066825,4.5227788182196615,,
20,sh3_r1_85_r2_27,7.5641718741180926,2.853869286726598,,
21,sh3_r1_85_r2_28,2.594146095691362,1.3723297088824031,,
22,sh3_r1_85_r2_29,2.746312240834287,1.2391194416446687,,
23,sh3_r1_85_r2_3,2.024949997366851,1.1667536086530699,,
24,sh3_r1_85_r2_30,3.202867924963529,1.496137110008428,,
25,sh3_r1_85_r2_31,5.4814883490004895,1.8449832984084782,,
26,sh3_r1_85_r2_32,4.29231813028681,2.0094356167017855,,
27,sh3_r1_85_r2_33,3.561425956377603,1.5855874625542274,,
28,sh3_r1_85_r2_34,3.4292073790147657,1.570335743056869,,
29,sh3_r1_85_r2_35,2.2693831800844975,1.1777293770143507,,
30,sh3_r1_85_r2_36,2.5928032612294993,1.3618506053398045,,
31,sh3_r1_85_r2_37,7.261137963950299,2.4601440846864144,,
32,sh3_r1_85_r2_38,1.630174216871759,0.9186562807119194,,
33,sh3_r1_85_r2_39,4.274560740762815,1.962048316359727,,
34,sh3_r1_85_r2_4,2.47866021813814,1.4170337548721108,,
35,sh3_r1_85_r2_40,7.6519170940791525,3.2497948414191087,,
36,sh3_r1_85_r2_41,11.990951198257195,3.6188055302093103,,
37,sh3_r1_85_r2_42,5.152805349631879,2.176269617220662,,
38,sh3_r1_85_r2_43,3.267778492080493,1.6102580719692325,,
39,sh3_r1_85_r2_44,3.7160819249354087,1.5620543537853095,,
40,sh3_r1_85_r2_45,5.674612419246024,2.524936913418378,,
41,sh3_r1_85_r2_46,2.8979670538445856,1.4438641679017066,,
42,sh3_r1_85_r2_47,24.06360387550916,7.568149449385475,,
43,sh3_r1_85_r2_48,5.3077627756340515,2.3832834848570723,,
44,sh3_r1_85_r2_49,3.349093689372715,1.9630402068911013,,
45,sh3_r1_85_r2_5,2.3530380649228677,1.1839598926296622,,
46,sh3_r1_85_r2_6,3.1924380367251124,1.6794855216502995,,
47,sh3_r1_85_r2_7,4.753159920867546,1.9116059865638515,,
48,sh3_r1_85_r2_8,3.667213435846553,1.8706188826251762,,
49,sh3_r1_85_r2_9,3.480382196242893,1.8052864027562439,,
