,name,binder_rmsd_af2_des,complex_rmsd_af2_des,binder_rmsd,complex_rmsd
0,sh3_r1_112_r2_0,2.3850009587424275,1.3902675289713085,,
1,sh3_r1_112_r2_1,3.297749283434871,1.669284833206789,,
2,sh3_r1_112_r2_10,4.085855298494293,2.5458530803383406,,
3,sh3_r1_112_r2_11,3.2756961110981804,1.907796993723997,,
4,sh3_r1_112_r2_12,3.8222817931087234,1.664182749701701,,
5,sh3_r1_112_r2_13,4.801994271883338,2.382799833622483,,
6,sh3_r1_112_r2_14,3.3188200988289362,1.4972386913497742,,
7,sh3_r1_112_r2_15,3.205291657464766,1.8000081394390886,,
8,sh3_r1_112_r2_16,3.6044847004582556,1.9320225651624885,,
9,sh3_r1_112_r2_17,3.4577856794537207,1.7918970467341535,,
10,sh3_r1_112_r2_18,4.828126951661774,2.353652158722979,,
11,sh3_r1_112_r2_19,2.1906186639100573,1.14801836091476,,
12,sh3_r1_112_r2_2,2.4543474867845627,1.204352903684551,,
13,sh3_r1_112_r2_20,5.855661314689297,2.7554441298567265,,
14,sh3_r1_112_r2_21,2.6500233558007427,1.599644967571646,,
15,sh3_r1_112_r2_22,4.071793490751919,1.9142054388602607,,
16,sh3_r1_112_r2_23,3.0404411680309793,1.643405065578661,,
17,sh3_r1_112_r2_24,1.9533787485447212,1.1672550852676395,,
18,sh3_r1_112_r2_25,5.120054104786798,2.2197393314402656,,
19,sh3_r1_112_r2_26,3.721860400600182,1.8058923337181338,,
20,sh3_r1_112_r2_27,5.510031812056304,2.544355702236596,,
21,sh3_r1_112_r2_28,3.143486913649104,1.544613040263528,,
22,sh3_r1_112_r2_29,2.8811343345889764,1.7323323312317351,,
23,sh3_r1_112_r2_3,2.976961875098197,1.3593471960279262,,
24,sh3_r1_112_r2_30,6.291392814178425,3.8295297361325322,,
25,sh3_r1_112_r2_31,2.870379408522423,1.4059265606936986,,
26,sh3_r1_112_r2_32,2.6613016258517996,1.3460678649907407,,
27,sh3_r1_112_r2_33,1.9759565337361376,1.099785608721084,,
28,sh3_r1_112_r2_34,3.609912503404583,2.1166653041920767,,
29,sh3_r1_112_r2_35,3.210512467750841,1.1940092232129245,,
30,sh3_r1_112_r2_36,2.4345074934686557,1.062709917585535,,
31,sh3_r1_112_r2_37,2.718950799293356,1.2920271477603582,,
32,sh3_r1_112_r2_38,3.959858570548672,2.047551394529829,,
33,sh3_r1_112_r2_39,3.302025191105548,1.5584348897745888,,
34,sh3_r1_112_r2_4,2.7473554791388426,1.7144231327306219,,
35,sh3_r1_112_r2_40,3.3935181506055563,1.8386058560632113,,
36,sh3_r1_112_r2_41,6.509319363796447,3.2288378959259685,,
37,sh3_r1_112_r2_42,2.1666337170461754,1.3422317388714216,,
38,sh3_r1_112_r2_43,3.045713137881983,1.5917666213879642,,
39,sh3_r1_112_r2_44,1.6792974131688814,1.2922927115065581,,
40,sh3_r1_112_r2_45,2.154509464442632,1.1196785060133998,,
41,sh3_r1_112_r2_46,2.076038220863662,1.1233669873450765,,
42,sh3_r1_112_r2_47,4.409276981081032,2.1994960429746584,,
43,sh3_r1_112_r2_48,2.2656636712937295,1.458026115627501,,
44,sh3_r1_112_r2_49,1.9137120741266702,1.1203632163462498,,
45,sh3_r1_112_r2_5,4.483208441833712,1.6935518334061035,,
46,sh3_r1_112_r2_6,3.904245188719808,1.5288945519825616,,
47,sh3_r1_112_r2_7,5.102378782303305,1.9055810326264315,,
48,sh3_r1_112_r2_8,3.547557057388222,1.5782142821091905,,
49,sh3_r1_112_r2_9,2.7715087040420627,1.7582783813459448,,
