,name,binder_rmsd_af2_des,complex_rmsd_af2_des,binder_rmsd,complex_rmsd
0,sh3_r1_66_r2_0,2.982242603299326,1.2311116487410132,,
1,sh3_r1_66_r2_1,3.1754780604329964,1.9123709556399575,,
2,sh3_r1_66_r2_10,3.056196755820084,1.5588128644748118,,
3,sh3_r1_66_r2_11,3.5548606245924703,1.6523820825629856,,
4,sh3_r1_66_r2_12,3.120798905562977,1.6213958256513308,,
5,sh3_r1_66_r2_13,3.298715654937449,1.8703178948521315,,
6,sh3_r1_66_r2_14,3.145849227510863,1.4616228591291351,,
7,sh3_r1_66_r2_15,2.324385616801578,1.2283516899857627,,
8,sh3_r1_66_r2_16,4.23778493499326,2.1585610720288417,,
9,sh3_r1_66_r2_17,4.568369572033108,2.1686364773098123,,
10,sh3_r1_66_r2_18,3.4405385368675665,1.5071916315810747,,
11,sh3_r1_66_r2_19,6.047951138561069,2.152066579055902,,
12,sh3_r1_66_r2_2,4.324361978036415,2.1674796730467647,,
13,sh3_r1_66_r2_20,4.470108979616407,2.1557525387283323,,
14,sh3_r1_66_r2_21,3.6604420411088263,1.5462113068612242,,
15,sh3_r1_66_r2_22,2.8389726969705307,1.4691862589823845,,
16,sh3_r1_66_r2_23,2.120149019945328,1.527755706101217,,
17,sh3_r1_66_r2_24,2.6043455278063683,1.5062956873695823,,
18,sh3_r1_66_r2_25,4.067003027909826,2.0798764079316494,,
19,sh3_r1_66_r2_26,2.6445004677332604,1.5293504378674245,,
20,sh3_r1_66_r2_27,2.392939675817217,1.2829995598449297,,
21,sh3_r1_66_r2_28,13.995929342033849,4.4891776849122556,,
22,sh3_r1_66_r2_29,3.3294521552303293,1.446669821816243,,
23,sh3_r1_66_r2_3,2.4770983188499582,1.3564356494131593,,
24,sh3_r1_66_r2_30,2.533099811989479,1.2865422175371772,,
25,sh3_r1_66_r2_31,4.595454760626336,2.1620675425585714,,
26,sh3_r1_66_r2_32,2.841412180025356,1.5518294051956387,,
27,sh3_r1_66_r2_33,1.713171183660748,0.9430364130747303,,
28,sh3_r1_66_r2_34,1.582787070663142,1.0072947572643898,,
29,sh3_r1_66_r2_35,2.5126035897351264,1.3443284855236515,,
30,sh3_r1_66_r2_36,3.0346274098892914,1.3294192274237595,,
31,sh3_r1_66_r2_37,4.073609249128193,1.8598747966510585,,
32,sh3_r1_66_r2_38,2.952521020511969,1.5597274923621869,,
33,sh3_r1_66_r2_39,3.2788814816841874,1.5136899559754862,,
34,sh3_r1_66_r2_4,2.179929295656419,1.3094609075361459,,
35,sh3_r1_66_r2_40,2.575495424933101,1.2955594831486548,,
36,sh3_r1_66_r2_41,3.934351784236312,1.631935422317378,,
37,sh3_r1_66_r2_42,3.5015268723609654,1.7456320634231146,,
38,sh3_r1_66_r2_43,4.009981053041435,2.0399230082684423,,
39,sh3_r1_66_r2_44,2.242510827778849,1.2828316760611815,,
40,sh3_r1_66_r2_45,2.7470777627077867,1.3572266658566003,,
41,sh3_r1_66_r2_46,2.662786311190521,1.448423769887601,,
42,sh3_r1_66_r2_47,3.1264979340257866,1.6528777688392546,,
43,sh3_r1_66_r2_48,1.5946664041837084,1.0545771014694467,,
44,sh3_r1_66_r2_49,2.564446737395031,1.183778451079621,,
45,sh3_r1_66_r2_5,2.9506184727754525,1.2164342765552407,,
46,sh3_r1_66_r2_6,2.4301719245953723,1.4952365873178164,,
47,sh3_r1_66_r2_7,4.1191451265292045,1.8371352416628293,,
48,sh3_r1_66_r2_8,3.8469322336369904,1.7584487729087672,,
49,sh3_r1_66_r2_9,3.9443640538779237,1.809050390489523,,
