,name,binder_rmsd_af2_des,complex_rmsd_af2_des,binder_rmsd,complex_rmsd
0,sh3_r1_110_r2_0,25.69668554662514,9.087591375583921,,
1,sh3_r1_110_r2_1,3.6568272236967623,1.1316370725528733,,
2,sh3_r1_110_r2_10,7.230629764001653,2.9666573044867213,,
3,sh3_r1_110_r2_11,5.8130036286442515,2.5076748113763987,,
4,sh3_r1_110_r2_12,5.328934560477082,2.2947557890943027,,
5,sh3_r1_110_r2_13,4.602200118524288,1.870407532662318,,
6,sh3_r1_110_r2_14,4.042707108663081,1.7042813848053169,,
7,sh3_r1_110_r2_15,4.904634889288372,1.6874946786034082,,
8,sh3_r1_110_r2_16,3.6596783624337452,2.59609771262852,,
9,sh3_r1_110_r2_17,12.451243319541513,3.8051093227491632,,
10,sh3_r1_110_r2_18,3.209425148896828,1.7152270149425455,,
11,sh3_r1_110_r2_19,19.176270752516764,4.683383202924206,,
12,sh3_r1_110_r2_2,4.877751837660427,2.1445345963509643,,
13,sh3_r1_110_r2_20,6.9837118789109,2.6421392985939343,,
14,sh3_r1_110_r2_21,26.97982314547286,6.435785832328209,,
15,sh3_r1_110_r2_22,3.1359051549265966,1.962916609862145,,
16,sh3_r1_110_r2_23,11.401888449883996,3.639089342482232,,
17,sh3_r1_110_r2_24,10.173460075799024,2.6945441024652674,,
18,sh3_r1_110_r2_25,13.959336625401383,4.689666320085981,,
19,sh3_r1_110_r2_26,19.76427122011251,6.21382508635068,,
20,sh3_r1_110_r2_27,20.535238977870222,5.395388852447188,,
21,sh3_r1_110_r2_28,3.6651423337744946,1.855341414026932,,
22,sh3_r1_110_r2_29,21.852830339675208,5.771449595868881,,
23,sh3_r1_110_r2_3,3.2171123343371004,1.447492646461565,,
24,sh3_r1_110_r2_30,8.752381532332471,2.63148194088408,,
25,sh3_r1_110_r2_31,3.4962720635236972,1.5505068942374383,,
26,sh3_r1_110_r2_32,1.9655406397139061,1.156434236675914,,
27,sh3_r1_110_r2_33,10.615657218951338,3.0220680530124993,,
28,sh3_r1_110_r2_34,4.3657132129252965,2.2387902245814892,,
29,sh3_r1_110_r2_35,11.16650580028677,2.712881028810324,,
30,sh3_r1_110_r2_36,23.67161364465388,8.153803552560483,,
31,sh3_r1_110_r2_37,4.059916935820742,2.0885395776294833,,
32,sh3_r1_110_r2_38,3.8210864609031017,1.4564731891524225,,
33,sh3_r1_110_r2_39,6.473996891738358,2.2676116059833706,,
34,sh3_r1_110_r2_4,3.5091360705903742,1.4513168532187477,,
35,sh3_r1_110_r2_40,3.700103505368089,1.9510160894249884,,
36,sh3_r1_110_r2_41,17.802727189814863,4.2218259088048224,,
37,sh3_r1_110_r2_42,3.1911695415942907,1.3991604840787732,,
38,sh3_r1_110_r2_43,1.9588997658646075,1.1595625103564466,,
39,sh3_r1_110_r2_44,11.10982973953785,2.63069743232612,,
40,sh3_r1_110_r2_45,3.7850997239159443,1.6195827689385103,,
41,sh3_r1_110_r2_46,22.27063553284681,5.524156170471955,,
42,sh3_r1_110_r2_47,9.493692055422791,2.276942660300547,,
43,sh3_r1_110_r2_48,6.549445180329231,2.56738563010576,,
44,sh3_r1_110_r2_49,2.3413380035725067,1.5298505184485118,,
45,sh3_r1_110_r2_5,10.966791279210144,3.3100743388892924,,
46,sh3_r1_110_r2_6,26.312655535267872,7.209570729379807,,
47,sh3_r1_110_r2_7,8.950661979125522,2.2546178288714307,,
48,sh3_r1_110_r2_8,25.64054407350929,6.6891674120173095,,
49,sh3_r1_110_r2_9,13.674882930610279,2.9532898323974908,,
