,binder_blocked_sap,buns_heavy_ball_1.1D,contact_molec_sq5_apap_target,contact_molecular_surface,contact_molecular_surface_ap_target,contact_molecular_surface_apap_target,ddg,interface_buried_sasa,interface_sc,mismatch_probability,sap_score,sap_score_target,target_blocked_sap,name
0,35.65932846069336,1.0,2051.909912109375,224.37855529785156,127.14437103271484,119.5188980102539,-23.166959762573242,1060.5206298828125,0.5646167993545532,0.3650651276111603,48.80861282348633,44.82719421386719,37.822147369384766,pd1_r1_10_r2_7
1,37.352909088134766,2.0,2791.209716796875,247.38641357421875,159.1058349609375,136.8287811279297,-20.8729190826416,987.8062133789062,0.6157031655311584,0.5571654438972473,44.10728454589844,42.838523864746094,35.45195388793945,pd1_r1_10_r2_0
2,35.735595703125,0.0,3942.92236328125,301.1557312011719,230.86570739746094,208.85345458984375,-31.87345314025879,1096.530029296875,0.6564028859138489,0.5662208795547485,51.88966369628906,46.264427185058594,37.5512809753418,pd1_r1_10_r2_9
3,54.91670608520508,1.0,3003.52685546875,239.68869018554688,166.6502227783203,147.22930908203125,-21.72878646850586,1060.0228271484375,0.4716038107872009,0.6083500981330872,64.96805572509766,47.06923294067383,39.59308624267578,pd1_r1_13_r2_4
4,50.27764892578125,1.0,3448.47802734375,310.6208801269531,203.71075439453125,188.7483673095703,-35.1599235534668,1315.7735595703125,0.506656289100647,0.45914167165756226,67.5946044921875,41.832794189453125,34.424652099609375,pd1_r1_13_r2_3
5,34.4148063659668,1.0,3008.53271484375,252.75221252441406,186.89352416992188,169.09730529785156,-28.093294143676758,1118.6690673828125,0.5684571862220764,0.46487805247306824,49.755313873291016,45.09465026855469,37.130699157714844,pd1_r1_13_r2_2
6,47.185054779052734,0.0,2659.262939453125,234.30038452148438,170.1288299560547,152.86302185058594,-27.3936710357666,1061.380615234375,0.4514194130897522,0.46631476283073425,60.76478958129883,47.47875213623047,39.16079330444336,pd1_r1_13_r2_5
7,42.70795440673828,1.0,2004.267578125,219.39622497558594,131.6195831298828,109.09535217285156,-18.263607025146484,1067.4796142578125,0.5057008266448975,0.4348197877407074,49.21711730957031,48.03030014038086,39.65918731689453,pd1_r1_10_r2_8
8,62.404396057128906,0.0,2846.973388671875,249.54022216796875,182.79005432128906,170.21127319335938,-24.759323120117188,1076.51123046875,0.5465195178985596,0.4434954524040222,73.26261901855469,45.481075286865234,37.112091064453125,pd1_r1_10_r2_1
9,45.62993621826172,1.0,2851.11328125,266.8832092285156,171.00677490234375,149.84115600585938,-19.003015518188477,1018.0790405273438,0.6131450533866882,0.31643006205558777,54.037513732910156,48.221221923828125,40.659603118896484,pd1_r1_10_r2_6
10,51.01868438720703,3.0,3553.282958984375,302.5870056152344,228.37283325195312,207.3570098876953,-29.7227783203125,1184.0860595703125,0.6567318439483643,0.40120717883110046,70.14665985107422,44.871097564697266,36.259315490722656,pd1_r1_13_r2_8
11,32.26728439331055,0.0,2279.973876953125,249.45321655273438,150.73565673828125,133.65757751464844,-26.236604690551758,1109.1827392578125,0.5433416962623596,0.39789217710494995,45.249385833740234,48.79438781738281,40.019996643066406,pd1_r1_13_r2_6
12,36.68001174926758,1.0,2824.000244140625,295.9961853027344,182.07330322265625,165.5538330078125,-27.02286720275879,1179.1435546875,0.6098724603652954,0.4537471532821655,52.1822395324707,47.37775421142578,39.21562957763672,pd1_r1_13_r2_1
13,38.533267974853516,1.0,2971.02197265625,230.91067504882812,159.4527130126953,150.69821166992188,-23.601497650146484,1017.049560546875,0.5870833396911621,0.3585353195667267,52.917823791503906,48.44797897338867,40.01054382324219,pd1_r1_10_r2_5
14,38.99858474731445,1.0,2832.223876953125,248.50437927246094,165.77976989746094,144.0462646484375,-20.674726486206055,909.117919921875,0.7320325374603271,0.45700812339782715,44.1373291015625,41.96480941772461,34.47572708129883,pd1_r1_10_r2_2
15,39.02041244506836,0.0,2920.53857421875,297.1304626464844,188.50018310546875,164.2938995361328,-29.224576950073242,1228.76611328125,0.5483936071395874,0.4264008402824402,52.82765579223633,48.15626525878906,39.21921920776367,pd1_r1_10_r2_3
16,38.01660919189453,1.0,3321.978271484375,290.627197265625,193.81951904296875,182.1937255859375,-26.0653018951416,1161.23876953125,0.5729899406433105,0.4053955376148224,49.02253341674805,47.34914016723633,39.93016052246094,pd1_r1_10_r2_4
17,40.96854782104492,0.0,2756.015869140625,256.3232421875,175.76730346679688,157.50851440429688,-26.30708122253418,1032.4342041015625,0.5444154739379883,0.4852907657623291,56.55251693725586,44.4392204284668,36.43164825439453,pd1_r1_13_r2_0
18,43.75864028930664,1.0,3057.444091796875,280.00848388671875,178.68182373046875,156.31007385253906,-21.940380096435547,1076.3140869140625,0.6156256794929504,0.3848990201950073,53.33252716064453,45.71330261230469,37.275115966796875,pd1_r1_13_r2_7
19,38.25941467285156,2.0,2952.73291015625,274.71954345703125,178.1424102783203,159.05784606933594,-22.818340301513672,1133.435546875,0.5595705509185791,0.5055165886878967,49.43640899658203,48.58262634277344,40.48072814941406,pd1_r1_13_r2_9
