,name,binder_rmsd_af2_des,complex_rmsd_af2_des,binder_rmsd,complex_rmsd
0,sh3_r1_146_r2_0,3.2073078075061314,1.5150605633704288,,
1,sh3_r1_146_r2_1,5.404702230248625,3.4787068779630044,,
2,sh3_r1_146_r2_10,1.0775772706819495,0.7517005299377157,,
3,sh3_r1_146_r2_11,3.859552812191891,1.4780101466457143,,
4,sh3_r1_146_r2_12,25.8548165277207,17.913277532218302,,
5,sh3_r1_146_r2_13,4.611769162037563,2.3205807304813355,,
6,sh3_r1_146_r2_14,2.279787136096666,1.280203583837345,,
7,sh3_r1_146_r2_15,2.970442097993704,1.6362885504108313,,
8,sh3_r1_146_r2_16,4.420065692794101,1.7341804365807905,,
9,sh3_r1_146_r2_17,8.51690653764335,3.2992576095856534,,
10,sh3_r1_146_r2_18,16.848633039220047,11.373710967942483,,
11,sh3_r1_146_r2_19,2.6883080627693365,1.3849860172955462,,
12,sh3_r1_146_r2_2,6.878370216960925,2.4647654731303144,,
13,sh3_r1_146_r2_20,4.789318630424372,1.9438926258712015,,
14,sh3_r1_146_r2_21,5.892347404186278,1.957749900667075,,
15,sh3_r1_146_r2_22,5.825463834267906,2.282883302430249,,
16,sh3_r1_146_r2_23,6.5223579813933785,2.3059430913851418,,
17,sh3_r1_146_r2_24,2.6462902060123845,1.4180630144512674,,
18,sh3_r1_146_r2_25,2.8935537716133886,1.5640264147129208,,
19,sh3_r1_146_r2_26,3.318731236265599,1.6616371682750857,,
20,sh3_r1_146_r2_27,1.5365741922319331,1.132199354187148,,
21,sh3_r1_146_r2_28,2.9948646477632317,1.4778950506685877,,
22,sh3_r1_146_r2_29,14.171524155287178,8.40209950786507,,
23,sh3_r1_146_r2_3,4.54696695469456,2.9449378373086224,,
24,sh3_r1_146_r2_30,1.7986000653579548,1.1975817139790674,,
25,sh3_r1_146_r2_31,2.1379409498795026,1.3395427583401307,,
26,sh3_r1_146_r2_32,1.8554742891714806,1.236413790783136,,
27,sh3_r1_146_r2_33,3.7691630320075618,1.482399040037114,,
28,sh3_r1_146_r2_34,4.17793614015756,1.8274029918554915,,
29,sh3_r1_146_r2_35,3.7314366848720315,2.2130961816557013,,
30,sh3_r1_146_r2_36,4.313288391668737,1.883005204300567,,
31,sh3_r1_146_r2_37,2.2774838708545966,1.4593809270106899,,
32,sh3_r1_146_r2_38,1.2546063963781964,0.9173409504663325,,
33,sh3_r1_146_r2_39,2.07745852084608,1.1658556993383382,,
34,sh3_r1_146_r2_4,2.29469057371644,1.0404695190093063,,
35,sh3_r1_146_r2_40,3.237704199872382,1.5216746101052163,,
36,sh3_r1_146_r2_41,7.161835974921864,3.3292696494233103,,
37,sh3_r1_146_r2_42,7.18993836390004,2.53753864062792,,
38,sh3_r1_146_r2_43,2.882241845404001,1.5828702875679805,,
39,sh3_r1_146_r2_44,2.037536076202414,1.2561234572634574,,
40,sh3_r1_146_r2_45,8.519612799910615,3.6975156836227625,,
41,sh3_r1_146_r2_46,3.3204133718362008,1.4778044175763994,,
42,sh3_r1_146_r2_47,3.8537248728143148,1.588420492487674,,
43,sh3_r1_146_r2_48,5.603463861200367,2.2406590592977667,,
44,sh3_r1_146_r2_49,3.556905459294101,2.156365255758205,,
45,sh3_r1_146_r2_5,4.777591049179507,1.8222440575534227,,
46,sh3_r1_146_r2_6,2.1392957503890435,1.1428825568152314,,
47,sh3_r1_146_r2_7,6.313389918493829,3.5277027146956663,,
48,sh3_r1_146_r2_8,8.130306669604133,3.173122257149431,,
49,sh3_r1_146_r2_9,5.719543909274933,2.519446356591563,,
