,name,binder_rmsd_af2_des,complex_rmsd_af2_des,binder_rmsd,complex_rmsd
0,sh3_r1_192_r2_0,4.759084396125252,2.1799867065352863,,
1,sh3_r1_192_r2_1,3.352583473426027,1.8103062773996346,,
2,sh3_r1_192_r2_10,2.877309261232805,1.571606574078473,,
3,sh3_r1_192_r2_11,3.4853833959757545,1.8150531936041672,,
4,sh3_r1_192_r2_12,3.1277479306210556,1.5982310248357785,,
5,sh3_r1_192_r2_13,4.2384704624127165,1.8852211472480223,,
6,sh3_r1_192_r2_14,4.291812929946087,1.8054136844602413,,
7,sh3_r1_192_r2_15,4.823610625314292,2.3773025768243725,,
8,sh3_r1_192_r2_16,2.992675500553933,1.2720257067912413,,
9,sh3_r1_192_r2_17,2.9980426502515996,1.6904058707022251,,
10,sh3_r1_192_r2_18,4.779349535741955,1.7738462868575027,,
11,sh3_r1_192_r2_19,3.1928622109375873,1.40812717539008,,
12,sh3_r1_192_r2_2,5.423838945391372,2.736335111122453,,
13,sh3_r1_192_r2_20,3.8750668897042444,1.6060714374913088,,
14,sh3_r1_192_r2_21,4.563946887847701,2.445902815744314,,
15,sh3_r1_192_r2_22,2.9903286525188224,1.3642675769660446,,
16,sh3_r1_192_r2_23,3.325125439396946,1.6821070915763778,,
17,sh3_r1_192_r2_24,8.140710218835252,3.3274222769157396,,
18,sh3_r1_192_r2_25,4.474745972304756,2.516426605687862,,
19,sh3_r1_192_r2_26,5.270611029024556,2.0410551623344033,,
20,sh3_r1_192_r2_27,5.956699781969385,2.7406654684812986,,
21,sh3_r1_192_r2_28,2.917922563538584,1.4825355736164798,,
22,sh3_r1_192_r2_29,3.563401148380958,2.1645302342271493,,
23,sh3_r1_192_r2_3,3.501077142216183,1.7669830824942145,,
24,sh3_r1_192_r2_30,5.267692779587159,2.302129740815228,,
25,sh3_r1_192_r2_31,3.2145917477663324,1.2452924395367955,,
26,sh3_r1_192_r2_32,21.11088095289026,7.1490501600643315,,
27,sh3_r1_192_r2_33,3.9315218848643085,1.9971277678937958,,
28,sh3_r1_192_r2_34,2.8373889707487296,1.6800039437055885,,
29,sh3_r1_192_r2_35,2.2160929888311505,1.4146294821778793,,
30,sh3_r1_192_r2_36,5.655612356712127,2.5773952681325505,,
31,sh3_r1_192_r2_37,2.884254821328084,1.6179800260035664,,
32,sh3_r1_192_r2_38,4.54635909901298,2.131951557356808,,
33,sh3_r1_192_r2_39,3.725388306612272,2.1577562075996086,,
34,sh3_r1_192_r2_4,6.034164200981522,2.690073220781452,,
35,sh3_r1_192_r2_40,26.345775506145856,13.883051231562082,,
36,sh3_r1_192_r2_41,4.723899318978463,2.5341499804905165,,
37,sh3_r1_192_r2_42,4.068063640329374,1.8057104885872208,,
38,sh3_r1_192_r2_43,3.4453301678916417,1.5635346960587526,,
39,sh3_r1_192_r2_44,3.1462032557746094,1.62270355792059,,
40,sh3_r1_192_r2_45,2.6513004351138507,1.419195433369954,,
41,sh3_r1_192_r2_46,3.714168030204064,1.67224060833967,,
42,sh3_r1_192_r2_47,2.8164287157655634,1.4718210549874517,,
43,sh3_r1_192_r2_48,3.717281064655767,2.424426093054788,,
44,sh3_r1_192_r2_49,4.129523954562577,1.8416298400915148,,
45,sh3_r1_192_r2_5,6.165170304390902,3.3437718217418673,,
46,sh3_r1_192_r2_6,2.301718294884937,1.356965570631031,,
47,sh3_r1_192_r2_7,2.6144710903904493,1.8172619795550708,,
48,sh3_r1_192_r2_8,4.172414846036206,2.5281176993327334,,
49,sh3_r1_192_r2_9,4.523198921385221,1.7423419718916913,,
