,name,binder_rmsd_af2_des,complex_rmsd_af2_des,binder_rmsd,complex_rmsd
0,sh3_r1_78_r2_0,2.8426120864069198,1.3598445608528154,,
1,sh3_r1_78_r2_1,5.6959270158790405,2.369089645786405,,
2,sh3_r1_78_r2_10,2.5298119401500188,1.1848966967336145,,
3,sh3_r1_78_r2_11,3.9318905033058056,1.4393714061935563,,
4,sh3_r1_78_r2_12,4.437122359260083,1.840767943722954,,
5,sh3_r1_78_r2_13,3.614646340850468,1.580044753603148,,
6,sh3_r1_78_r2_14,4.2151174889595975,2.076282488356284,,
7,sh3_r1_78_r2_15,4.5724787588548566,1.5971488118326294,,
8,sh3_r1_78_r2_16,3.5052285365773437,1.6985966461966497,,
9,sh3_r1_78_r2_17,1.745369625073127,1.029573528929359,,
10,sh3_r1_78_r2_18,2.733837354651906,1.3142983218195956,,
11,sh3_r1_78_r2_19,2.9353249137818045,1.651846068991122,,
12,sh3_r1_78_r2_2,4.859606839743721,1.9446177774995947,,
13,sh3_r1_78_r2_20,3.4201160580571304,1.965029584076943,,
14,sh3_r1_78_r2_21,2.824143944150545,1.8473355191313088,,
15,sh3_r1_78_r2_22,4.16588518828368,1.6491320426124407,,
16,sh3_r1_78_r2_23,3.2518222268037706,1.7039188805310146,,
17,sh3_r1_78_r2_24,4.678700389910083,2.0227604304188462,,
18,sh3_r1_78_r2_25,15.749848688936956,3.6936595341994445,,
19,sh3_r1_78_r2_26,3.7127752494888178,1.8087222813249821,,
20,sh3_r1_78_r2_27,3.0740726749401053,1.6462720716815982,,
21,sh3_r1_78_r2_28,2.8160151058594045,1.5764797977416671,,
22,sh3_r1_78_r2_29,7.637872078973181,2.886679674128493,,
23,sh3_r1_78_r2_3,3.221760383703142,1.40942811272909,,
24,sh3_r1_78_r2_30,5.4840209645527285,2.5333340157138338,,
25,sh3_r1_78_r2_31,2.82059032502138,1.2987729728377462,,
26,sh3_r1_78_r2_32,5.0347047347947855,2.1183197453575944,,
27,sh3_r1_78_r2_33,3.35615509797993,1.641580766598984,,
28,sh3_r1_78_r2_34,3.5660187976480837,1.4662951793177461,,
29,sh3_r1_78_r2_35,2.1314594402055396,1.4115317102095715,,
30,sh3_r1_78_r2_36,6.1023773619245105,1.9325869874793724,,
31,sh3_r1_78_r2_37,3.3998490849274976,1.7096101391986485,,
32,sh3_r1_78_r2_38,3.043079798530608,1.5168608636562428,,
33,sh3_r1_78_r2_39,3.456178495617346,1.9027069706603992,,
34,sh3_r1_78_r2_4,3.0482476867702504,1.3407949519491942,,
35,sh3_r1_78_r2_40,1.8462820414426138,1.0300103591098946,,
36,sh3_r1_78_r2_41,3.3133439246104306,1.8358330241571006,,
37,sh3_r1_78_r2_42,2.089985858780521,1.0656776286684426,,
38,sh3_r1_78_r2_43,3.8302871773619738,1.4710464231142741,,
39,sh3_r1_78_r2_44,8.215980999968501,2.8822502486371144,,
40,sh3_r1_78_r2_45,6.490586282898747,2.594139318900293,,
41,sh3_r1_78_r2_46,2.436499010102707,1.2107448190391992,,
42,sh3_r1_78_r2_47,3.7805993533196927,1.8452672541229511,,
43,sh3_r1_78_r2_48,4.1581439116998515,1.5889796556271851,,
44,sh3_r1_78_r2_49,4.790265966817,1.7898237826190697,,
45,sh3_r1_78_r2_5,1.8535477997096692,1.0600404062533078,,
46,sh3_r1_78_r2_6,4.515996778234597,1.97531209155713,,
47,sh3_r1_78_r2_7,3.2058793803915697,1.284797867804855,,
48,sh3_r1_78_r2_8,3.1092188595732577,1.8959926481414053,,
49,sh3_r1_78_r2_9,5.232955836245654,2.055935656190291,,
