,name,binder_rmsd_af2_des,complex_rmsd_af2_des,binder_rmsd,complex_rmsd
0,sh3_r1_120_r2_0,12.83798274268117,3.452789885675302,,
1,sh3_r1_120_r2_1,2.457899569272907,1.4069563669669034,,
2,sh3_r1_120_r2_10,10.58858616440993,2.997237386431594,,
3,sh3_r1_120_r2_11,13.985615093291749,4.544510183397927,,
4,sh3_r1_120_r2_12,8.335912498383294,2.699023682711085,,
5,sh3_r1_120_r2_13,12.922597982322458,3.930061851922753,,
6,sh3_r1_120_r2_14,4.8542829127264815,2.196921514983962,,
7,sh3_r1_120_r2_15,16.447163172150045,9.567038639320199,,
8,sh3_r1_120_r2_16,21.759401858919848,6.469142403992593,,
9,sh3_r1_120_r2_17,9.353325566169186,2.9979860772266944,,
10,sh3_r1_120_r2_18,3.7230989989723384,1.7355748684099235,,
11,sh3_r1_120_r2_19,2.964500258630631,1.8481924640563823,,
12,sh3_r1_120_r2_2,2.817265748811101,1.5738822884789925,,
13,sh3_r1_120_r2_20,3.4072128517606157,1.719341108101283,,
14,sh3_r1_120_r2_21,23.950939526397455,12.123985728298976,,
15,sh3_r1_120_r2_22,5.178935336019362,2.152328439953065,,
16,sh3_r1_120_r2_23,9.029088800328456,2.873349335294153,,
17,sh3_r1_120_r2_24,2.101219763322594,1.3776234608410005,,
18,sh3_r1_120_r2_25,4.281715741840336,2.760216363989287,,
19,sh3_r1_120_r2_26,9.059950441218342,3.557453885988614,,
20,sh3_r1_120_r2_27,13.977774080569107,4.213000143999647,,
21,sh3_r1_120_r2_28,3.544598793464963,1.5263025912583796,,
22,sh3_r1_120_r2_29,5.871830646840108,2.6961065558258577,,
23,sh3_r1_120_r2_3,13.1099785710885,5.904365735639547,,
24,sh3_r1_120_r2_30,10.368800082454193,3.5299208741505876,,
25,sh3_r1_120_r2_31,5.182881051292977,2.1485185797993793,,
26,sh3_r1_120_r2_32,5.494148617948752,2.164666635658082,,
27,sh3_r1_120_r2_33,4.143388050635466,1.6846180312188355,,
28,sh3_r1_120_r2_34,8.719992656513565,3.101107831779699,,
29,sh3_r1_120_r2_35,3.442058166258551,1.41683866907844,,
30,sh3_r1_120_r2_36,1.6603234341897517,1.1215333992499146,,
31,sh3_r1_120_r2_37,16.603819939000125,7.420745447727087,,
32,sh3_r1_120_r2_38,18.936366882990146,5.680036025799964,,
33,sh3_r1_120_r2_39,9.506163261383536,2.9014332253773327,,
34,sh3_r1_120_r2_4,16.431172300007844,5.716425944538133,,
35,sh3_r1_120_r2_40,13.58175314242108,4.564587731168119,,
36,sh3_r1_120_r2_41,8.76201512226888,2.9945927564868278,,
37,sh3_r1_120_r2_42,11.65089981138716,3.9082644904994788,,
38,sh3_r1_120_r2_43,13.764219224120108,5.806630564965932,,
39,sh3_r1_120_r2_44,6.490347175379037,2.4268512305595307,,
40,sh3_r1_120_r2_45,3.2648321954179678,1.7125655040076015,,
41,sh3_r1_120_r2_46,2.7446915086903823,1.6919307041557794,,
42,sh3_r1_120_r2_47,2.8267182627471232,1.3296700232304337,,
43,sh3_r1_120_r2_48,6.718458633089263,2.090213187823039,,
44,sh3_r1_120_r2_49,15.501524951012557,4.558375523436078,,
45,sh3_r1_120_r2_5,6.303036106515439,2.435200098258441,,
46,sh3_r1_120_r2_6,2.548691081143523,1.5192430578127434,,
47,sh3_r1_120_r2_7,16.190923864026654,4.403593810340994,,
48,sh3_r1_120_r2_8,6.0653362516743945,1.8815826913904288,,
49,sh3_r1_120_r2_9,9.387403639628824,2.5405816057282964,,
