,name,af2_lddt,rmsd_af2_des,contig_rmsd_af2_des,contig_rmsd_af2
0,sh3_r1_183,84.21721702928814,2.637816169469683,0.5825363188279878,0.6274825638484731
1,sh3_r1_152,77.10520417918735,1.6042692135937426,0.36120293288765576,0.9934522953348758
2,sh3_r1_91,70.47841713295838,4.585283757143289,0.5988662848482396,0.47269394082748084
3,sh3_r1_40,71.8545196717217,1.2245166514132688,0.6231884513003065,0.5880444911744898
4,sh3_r1_96,93.62745120629876,1.0474007786446973,0.6981425507676728,0.6756716171941274
5,sh3_r1_129,77.968055351214,1.8760166176472721,0.27850558282149884,0.44296593287178454
6,sh3_r1_47,76.39429610787971,1.4830040844953276,0.6754915174213612,0.7857779312852845
7,sh3_r1_184,68.18738238612957,2.1650446889180075,1.154142462842974,1.0424587997002048
8,sh3_r1_155,69.92422178670094,2.9063973350809302,0.5206871588900929,0.32948907404091976
9,sh3_r1_98,63.49614384279288,2.257001080159289,0.864356298302659,1.0117228874985191
10,sh3_r1_127,73.70965460106211,1.7096352049426113,0.8175573801238657,0.7563016527856999
11,sh3_r1_49,69.69355810486704,2.417059136548283,0.6262482092989463,0.7047343097185992
12,sh3_r1_35,73.62373855543379,1.5273206524887168,0.3625937936028819,0.6218659816532178
13,sh3_r1_32,72.10733054549294,2.0490495195027254,0.9234008840593005,0.7654155870654004
14,sh3_r1_120,82.91794890082959,1.4850070838948186,0.6234655956104012,0.5586204646042491
15,sh3_r1_169,71.09557619380344,3.040424978330947,0.5756824793780593,0.6237843859610076
16,sh3_r1_115,77.18433371461504,2.0074157450062238,0.5211808445340215,0.6030597385063651
17,sh3_r1_112,81.83095980698205,0.7226676810812811,0.19439434590667537,0.47245123944112505
18,sh3_r1_72,70.83910710248179,1.4285458553492438,0.6498161619699605,0.4878317614140102
19,sh3_r1_160,73.10057908996735,2.099378385128073,0.847442395388537,0.8794197949829099
20,sh3_r1_167,75.8813299618636,0.9911309266095392,0.5811060802361524,0.6902984707743758
21,sh3_r1_75,75.82607855394778,2.5877107732849924,0.4726766606160734,0.7119542598877328
22,sh3_r1_18,78.63228500386897,1.2108680564217797,0.6398625712599982,0.5079917818155325
23,sh3_r1_176,81.6015533962696,0.7673256541161886,0.47387059507801016,0.7101551829543521
24,sh3_r1_64,77.00629242879015,1.061852742926009,0.7049932490694111,0.7005671106714226
25,sh3_r1_63,69.05993881285087,4.71029481565375,0.7708730223903759,0.8382525408132895
26,sh3_r1_171,64.85742380197098,11.390179417664836,0.7086515153177314,0.7591783742210969
27,sh3_r1_103,74.70538434726878,2.143647488743961,0.7090028357262976,1.1270442264307456
28,sh3_r1_11,69.6011941525317,3.826295639790722,0.2838867037662779,0.4953143731752176
29,sh3_r1_16,78.09887212920886,1.7571200579372122,0.6203983412398829,0.509450394966418
30,sh3_r1_178,80.63973601319162,1.275581610548316,0.5575487561413421,0.623542489180637
31,sh3_r1_104,79.93026514225868,1.7337986201306692,1.598735290693174,1.4173146264936132
32,sh3_r1_23,73.71645610755186,4.584851765430102,1.2760776951518922,1.159136373689643
33,sh3_r1_131,71.62945848463977,3.0380775766999752,0.9625881413533532,0.7244088412655084
34,sh3_r1_136,69.01746896321099,2.4579540742752455,0.39314197981219556,0.49342398300016405
35,sh3_r1_58,79.79737131880913,1.3059278581199676,0.6557161053275617,0.6434863678819385
36,sh3_r1_89,74.22313470009641,5.143524581094128,1.304959497402263,1.0670939028522146
37,sh3_r1_24,73.95787422739235,1.532615193028632,0.545069641336834,0.4263904201666467
38,sh3_r1_138,74.91617591329181,1.6073335555467894,0.5045033620606164,0.6521883814524593
39,sh3_r1_56,84.24178033334786,2.1355267179264756,0.5907198376910977,0.6374389539882197
40,sh3_r1_87,81.38854419456959,1.8782753695964896,0.592959672031398,0.5396883278534739
41,sh3_r1_3,64.62100674096848,4.984468102719748,0.8146886959788953,1.2013091797532454
42,sh3_r1_144,73.12709811466141,6.899640547462969,0.8901461176962425,0.5307417416728882
43,sh3_r1_195,74.05288077269401,2.4304537764459084,0.43624933844601593,0.5112429280255613
44,sh3_r1_143,76.4409973968663,2.4264467383348802,0.7706176616059176,0.7704405947506296
45,sh3_r1_192,86.16130937272027,2.67673714098049,0.582556412053549,0.5367611519784657
46,sh3_r1_51,74.84458488675573,1.6194817589033075,1.1954222622620494,1.1847246417604185
47,sh3_r1_80,72.41291855321658,1.7301921300711554,0.9464959416788906,1.393224590822865
48,sh3_r1_4,84.44585437045339,2.3906819311648686,0.5975249858699841,0.8319938564749846
49,sh3_r1_166,73.87836630974336,1.869095131109921,0.7001466753916101,0.8363397723671863
50,sh3_r1_74,83.69978368570892,0.6691053763649617,0.5298162522310069,0.6765788623904344
51,sh3_r1_73,65.7895014743254,5.600078727210621,0.7112509163273502,0.6279576198710729
52,sh3_r1_161,42.19919207155052,7.26189114039301,0.9476187141849222,0.6254991577445419
53,sh3_r1_113,78.95886507878188,1.0528067314155634,0.42804300786461646,0.5171761363811365
54,sh3_r1_168,83.22974055396445,1.7519514928463142,0.7416931074205292,0.8966935312886989
55,sh3_r1_114,71.0230242367866,2.5479672132555793,0.7070211710036263,0.5744329302117164
56,sh3_r1_33,80.81850698608363,1.855079870885439,0.6431527754351827,0.5693018232728002
57,sh3_r1_121,68.99383839003141,2.6547089568982765,0.9151501545750331,0.8051815885532725
58,sh3_r1_99,79.56148209713629,1.0131219899516897,0.5406969153885662,0.9564754228242064
59,sh3_r1_126,83.08203234001289,1.6180248136259663,0.6442957780705033,0.5978153838354815
