,name,binder_rmsd_af2_des,complex_rmsd_af2_des,binder_rmsd,complex_rmsd
0,sh3_r1_69_r2_0,3.0694267930127546,1.5408820636522567,,
1,sh3_r1_69_r2_1,4.5941857606555345,2.413246685309885,,
2,sh3_r1_69_r2_10,2.1824861991223274,0.9664016330107558,,
3,sh3_r1_69_r2_11,4.234596308184708,1.6040505572480979,,
4,sh3_r1_69_r2_12,1.599584691472685,0.82506787772889,,
5,sh3_r1_69_r2_13,2.6346036573531646,1.4216632586296867,,
6,sh3_r1_69_r2_14,3.833910483233327,1.855821514955375,,
7,sh3_r1_69_r2_15,2.7871961689806724,1.3947358282568347,,
8,sh3_r1_69_r2_16,4.865065262092599,2.143044181846842,,
9,sh3_r1_69_r2_17,1.7319923782046238,0.9278739077327502,,
10,sh3_r1_69_r2_18,2.8635489927167272,1.2498446266464105,,
11,sh3_r1_69_r2_19,3.25151876422632,1.7102665981513938,,
12,sh3_r1_69_r2_2,1.9995012445282787,1.1913321842815845,,
13,sh3_r1_69_r2_20,16.0954834828187,10.246736996319795,,
14,sh3_r1_69_r2_21,2.870512579431672,1.3740335558667485,,
15,sh3_r1_69_r2_22,2.0128337718228617,1.1478245822717221,,
16,sh3_r1_69_r2_23,1.9052277680196512,1.081044259520113,,
17,sh3_r1_69_r2_24,2.0945887723131653,1.1771781431895705,,
18,sh3_r1_69_r2_25,2.4426987480754603,1.2253484888448427,,
19,sh3_r1_69_r2_26,1.9435596346195765,1.0529884982052604,,
20,sh3_r1_69_r2_27,5.956005937097591,3.639005290152935,,
21,sh3_r1_69_r2_28,2.965653951027266,1.2722172835219716,,
22,sh3_r1_69_r2_29,2.968994515244979,1.2766978958653494,,
23,sh3_r1_69_r2_3,2.1387404684874616,1.1446103788648183,,
24,sh3_r1_69_r2_30,3.361665523605469,1.1998335158713587,,
25,sh3_r1_69_r2_31,3.031633985438018,1.8712963274460004,,
26,sh3_r1_69_r2_32,1.8809601729414374,0.9823833971621007,,
27,sh3_r1_69_r2_33,2.497734084204024,1.3482449190857995,,
28,sh3_r1_69_r2_34,2.2771792741540295,1.270699754185159,,
29,sh3_r1_69_r2_35,2.712648738750398,1.154801938802565,,
30,sh3_r1_69_r2_36,2.370909330602951,1.090218937935545,,
31,sh3_r1_69_r2_37,2.5041811250622845,1.2881353509823292,,
32,sh3_r1_69_r2_38,1.7950273661640723,0.9445496266403514,,
33,sh3_r1_69_r2_39,3.2190714955608595,1.5650136717198946,,
34,sh3_r1_69_r2_4,1.789046946687869,0.9613910846943284,,
35,sh3_r1_69_r2_40,2.963977444491271,1.3255761840450735,,
36,sh3_r1_69_r2_41,3.2431651802406627,1.7419975120535158,,
37,sh3_r1_69_r2_42,2.0522760194288927,1.2400176252076454,,
38,sh3_r1_69_r2_43,1.629132930354791,0.7595191606675433,,
39,sh3_r1_69_r2_44,5.876616653042818,2.437853852859549,,
40,sh3_r1_69_r2_45,2.660507909470883,1.3059407546517179,,
41,sh3_r1_69_r2_46,4.0781517432408,1.9084261351132052,,
42,sh3_r1_69_r2_47,1.9793480730728963,1.0671948520321004,,
43,sh3_r1_69_r2_48,12.8900745716901,4.4786812534091665,,
44,sh3_r1_69_r2_49,2.6337528330415143,1.4274883641887401,,
45,sh3_r1_69_r2_5,4.310589326747107,1.862341163819343,,
46,sh3_r1_69_r2_6,1.7208413883662614,1.250560375246098,,
47,sh3_r1_69_r2_7,1.8267020118766766,0.8773941040601023,,
48,sh3_r1_69_r2_8,2.9605170445951434,1.377253997481013,,
49,sh3_r1_69_r2_9,2.9369105410859615,1.408664361427685,,
